budget,id,original_title,popularity,release_date,revenue,title,vote_average,vote_count,Collection,genres,ProdCompany_1,ProdCompany_2,ProdCompany_3,Character Name,Lead actor,Director,release_year,return
200000.0,393841,#Pellichoopulu,0.902294,2016-07-29,5500000.0,Pelli Choopulu,7.8,4.0,,"['Romance', 'Comedy']",BigBen Films,Vinoothna Geetha,,Prashanth,Vijay Deverakonda,Tharun Bhascker Dhaassyam,2016,27.5
60000000.0,313297,Kubo and the Two Strings,12.321832,2016-08-18,69929545.0,Kubo and the Two Strings,7.7,982.0,,"['Animation', 'Adventure', 'Family']",Laika Entertainment,,,Kubo (voice),Art Parkinson,Travis Knight,2016,1.1654924166666667
35000000.0,95610,Bridget Jones's Baby,10.754139,2016-09-14,211952420.0,Bridget Jones's Baby,6.3,972.0,Bridget Jones Collection,['Comedy'],Universal Pictures,StudioCanal,Working Title Films,Bridget Jones,Renée Zellweger,Sharon Maguire,2016,6.055783428571429
20000000.0,283552,The Light Between Oceans,8.483245,2016-09-02,25956113.0,The Light Between Oceans,6.9,403.0,,['Drama'],DreamWorks SKG,Heyday Films,,Tom Sherbourne,Michael Fassbender,Derek Cianfrance,2016,1.29780565
8000000.0,377264,Morgan,12.521071,2016-09-01,8810591.0,Morgan,5.7,436.0,,"['Horror', 'Science Fiction', 'Thriller']",Twentieth Century-Fox,TSG Entertainment,,Lee Weathers,Kate Mara,Luke Scott,2016,1.101323875
15000000.0,317557,Queen of Katwe,6.164561,2016-09-23,10367161.0,Queen of Katwe,7.1,103.0,,['Drama'],Walt Disney Pictures,Walt Disney Productions,ESPN films,Phiona Mutesi,Madina Nalwanga,Mira Nair,2016,0.6911440666666666
110000000.0,296524,Deepwater Horizon,13.1984,2016-09-29,121790373.0,Deepwater Horizon,6.5,1478.0,,"['Drama', 'Action']",Di Bonaventura Pictures,Summit Entertainment,Participant Media,Mike Williams,Mark Wahlberg,Peter Berg,2016,1.1071852090909091
110000000.0,283366,Miss Peregrine's Home for Peculiar Children,36.262655,2016-09-28,296485719.0,Miss Peregrine's Home for Peculiar Children,6.5,3213.0,,"['Drama', 'Fantasy', 'Adventure']",Ingenious Media,Twentieth Century Fox Film Corporation,Chernin Entertainment,Miss Peregrine,Eva Green,Tim Burton,2016,2.6953247181818183
45000000.0,346685,The Girl on the Train,10.217291,2016-10-05,173185859.0,The Girl on the Train,6.2,1837.0,,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",DreamWorks,Marc Platt Productions,Reliance Entertainment,Rachel Watson,Emily Blunt,Tate Taylor,2016,3.8485746444444446
8500000.0,369883,Middle School: The Worst Years of My Life,10.222143,2016-10-07,19985196.0,Middle School: The Worst Years of My Life,6.9,70.0,,"['Family', 'Comedy']",Lionsgate,CBS Films,Participant Media,Rafe Khatchadorian,Griffin Gluck,Steve Carr,2016,2.351199529411765
44000000.0,302946,The Accountant,13.465656,2016-10-14,155160045.0,The Accountant,6.9,2121.0,,"['Crime', 'Thriller', 'Drama']",Zero Gravity Management,Warner Bros.,Electric City Entertainment,Chris Wolff,Ben Affleck,Gavin O'Connor,2016,3.526364659090909
5000000.0,347126,God's Not Dead 2,5.957998,2016-04-01,23507567.0,God's Not Dead 2,5.6,73.0,God's Not Dead Collection,['Drama'],Pure Flix Productions,,,Brooke Thawley,Hayley Orrantia,Harold Cronk,2016,4.7015134
18700000.0,366080,கபாலி,2.017961,2016-07-22,74000000.0,Kabali,5.9,21.0,,"['Action', 'Crime', 'Drama']",V. Creations,,,Kabalishwaran aka Kabali,Rajinikanth,Pa. Ranjith,2016,3.957219251336898
15050000.0,402672,Mohenjo Daro,1.423358,2016-08-11,16180000.0,Mohenjo Daro,6.7,26.0,,"['Adventure', 'Drama', 'History', 'Romance']",UTV Motion Pictures,Ashutosh Gowariker Productions Pvt. Ltd. (AGPPL),,Sarman,Hrithik Roshan,Ashutosh Gowariker,2016,1.0750830564784053
8138338.0,368942,A Quiet Passion,3.55933,2016-10-07,1864266.0,A Quiet Passion,7.5,26.0,,['Drama'],Indomitable Entertainment,Potemkino,Hurricane Films,Emily Dickinson,Cynthia Nixon,Terence Davies,2016,0.2290720783530986
3250000.0,2324,Local Color,1.393391,2006-09-19,32788.0,Local Color,6.1,8.0,,['Drama'],Media 8 Entertainment,Empire Films,Alla Prima Productions,Nicoli Seroff,Armin Mueller-Stahl,George Gallo,2006,0.0100886153846153
1000000.0,33714,Я остаюсь,0.594488,2007-04-19,404785.0,I'm Staying,5.8,6.0,,"['Comedy', 'Drama', 'Fantasy']",Central Partnership,MG Media,,Victor Tyrsa,Andrey Krasko,Karen Oganesyan,2007,0.404785
15000000.0,315011,シン・ゴジラ,9.285519,2016-07-29,77000000.0,Shin Godzilla,6.6,152.0,,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction']",Cine Bazar,Toho Pictures,,Rando Yaguchi : Deputy Chief Cabinet Secretary,Hiroki Hasegawa,Hideaki Anno,2016,5.133333333333334
762241.0,377273,Aquarius,4.860265,2016-09-01,285930.0,Aquarius,7.5,97.0,,['Drama'],SBS Productions,Globo filmes,CinemaScópio Produções,Clara,Sônia Braga,Kleber Mendonça Filho,2016,0.3751175809225691
7500000.0,36046,The Work and the Glory,0.52757,2004-11-24,3347647.0,The Work and the Glory,6.1,7.0,The Work and the Glory Collection,"['Drama', 'Romance']",,,,Benjamin Steed,Sam Hennings,Russell Holt,2004,0.4463529333333333
6500000.0,14631,The Work and the Glory II: American Zion,0.797014,2005-10-21,2025032.0,The Work and the Glory II: American Zion,8.0,6.0,The Work and the Glory Collection,['Drama'],,,,Benjamin Steed,Sam Hennings,Sterling Van Wagenen,2005,0.3115433846153846
6500000.0,32523,The Work and the Glory III: A House Divided,0.752508,2006-11-22,1325092.0,The Work and the Glory III: A House Divided,7.5,2.0,The Work and the Glory Collection,['Drama'],,,,Benjamin Steed,Sam Hennings,Sterling Van Wagenen,2006,0.2038603076923077
2000000.0,48382,"The Book of Mormon Movie, Volume 1: The Journey",0.079856,2003-09-12,1672730.0,"The Book of Mormon Movie, Volume 1: The Journey",5.0,2.0,,,,,,Sam,Kirby Heyborne,,2003,0.836365
40000000.0,324786,Hacksaw Ridge,21.037699,2016-10-07,175302354.0,Hacksaw Ridge,7.8,3294.0,,"['Drama', 'History', 'War']",Icon Productions,Permut Presentations,Pandemonium,Desmond T. Doss,Andrew Garfield,Mel Gibson,2016,4.38255885
40000000.0,293767,Billy Lynn's Long Halftime Walk,8.009568,2016-11-10,30930984.0,Billy Lynn's Long Halftime Walk,5.9,158.0,,"['Drama', 'War']",TriStar Pictures,Marc Platt Productions,Film4,Billy Lynn,Joe Alwyn,Ang Lee,2016,0.7732746
5000000.0,351211,Blair Witch,11.901343,2016-09-15,45172994.0,Blair Witch,4.9,590.0,Blair Witch Collection,"['Thriller', 'Horror']",Vertigo Entertainment,Lionsgate,Room 101,James Donahue,James Allen McCune,Adam Wingard,2016,9.0345988
3800000.0,325346,The Hollars,5.723985,2016-08-25,1016985.0,The Hollars,6.4,81.0,,"['Comedy', 'Drama']",Groundswell Productions,Sycamore Pictures,Sunday Night,John Hollar,John Krasinski,John Krasinski,2016,0.2676276315789473
9000000.0,339419,Loving,7.977391,2016-11-04,8996802.0,Loving,6.5,275.0,,"['Drama', 'Romance']",Big Beach Films,Raindog Films,,Richard Loving,Joel Edgerton,Jeff Nichols,2016,0.9996446666666666
1500000.0,284564,31,6.636625,2016-09-15,779820.0,31,4.9,193.0,,"['Horror', 'Thriller']",Spectacle Entertainment Group,Windy Hill Pictures,Protagonist Pictures,Charly,Sheri Moon Zombie,Rob Zombie,2016,0.51988
10300000.0,376166,Mal de pierres,6.165491,2016-10-19,47748.0,From the Land of the Moon,6.7,63.0,,"['Drama', 'Romance']",Les Productions du Trésor,C-Films AG,,Gabrielle,Marion Cotillard,Nicole Garcia,2016,0.0046357281553398
43000000.0,258230,A Monster Calls,24.483893,2016-10-07,46652768.0,A Monster Calls,6.8,1023.0,,"['Drama', 'Fantasy']",River Road Entertainment,Participant Media,Apaches Entertainment,Conor O'Malley,Lewis MacDougall,Juan Antonio Bayona,2016,1.0849480930232558
47000000.0,329865,Arrival,30.83786,2016-11-10,203388186.0,Arrival,7.2,5729.0,,"['Thriller', 'Drama', 'Science Fiction', 'Mystery']",Paramount Pictures,21 Laps Entertainment,FilmNation Entertainment,Dr. Louise Banks,Amy Adams,Denis Villeneuve,2016,4.327408212765958
70000000.0,332210,Storks,12.687521,2016-09-22,182379278.0,Storks,6.7,706.0,,"['Adventure', 'Animation', 'Comedy', 'Family']",Warner Bros. Animation,Warner Bros.,Warner Animation Group,Junior (voice),Andy Samberg,Doug Sweetland,2016,2.605418257142857
50000000.0,377447,鐵道飛虎,3.798504,2016-12-23,102205175.0,Railroad Tigers,6.2,22.0,,"['Action', 'Comedy', 'War']",Shanghai Film Group,Sparkle Roll Media,Beijing Going Zoom Media,Ma Yuan,Jackie Chan,Ding Sheng,2016,2.0441035
8000000.0,393559,Ma vie de courgette,7.321152,2016-10-12,292279.0,My Life as a Zucchini,7.7,215.0,,"['Animation', 'Drama', 'Family']",Gébéka Films,Rita Productions,Blue Spirit Animation,Courgette (voice),Gaspard Schlatter,Claude Barras,2016,0.036534875
500.0,387845,무수단,0.460016,2016-03-03,500.0,Musudan,5.5,3.0,,"['Mystery', 'Thriller']",,,,Shin Yoo-Hwa,Lee Ji-ah,Goo Mo,2016,1.0
12823507.0,376565,Дуэлянт,2.981184,2016-09-29,6101904.0,The Duelist,6.0,20.0,,"['Action', 'Drama']",Non-Stop Productions,,,Yakovlev,Pyotr Fyodorov,Aleksey Mizgiryov,2016,0.4758373820827641
30000000.0,313369,La La Land,19.681686,2016-11-29,445435700.0,La La Land,7.9,4745.0,,"['Comedy', 'Drama', 'Music', 'Romance']",Summit Entertainment,Marc Platt Productions,Gilbert Films,Sebastian Wilder,Ryan Gosling,Damien Chazelle,2016,14.847856666666669
85000000.0,369885,Allied,13.085186,2016-11-17,119520023.0,Allied,6.6,1415.0,,"['Action', 'Drama', 'War', 'Romance', 'Thriller']",Paramount Pictures,GK Films,ImageMovers,Max Vatan,Brad Pitt,Robert Zemeckis,2016,1.4061179176470588
75000000.0,207932,Inferno,18.311054,2016-10-13,220021259.0,Inferno,5.7,2316.0,Robert Langdon Collection,['Thriller'],Columbia Pictures,Imagine Entertainment,Mid Atlantic Films,Robert Langdon,Tom Hanks,Ron Howard,2016,2.9336167866666667
40000000.0,331313,Keeping Up with the Joneses,9.48515,2016-10-20,29918745.0,Keeping Up with the Joneses,5.9,608.0,,"['Action', 'Comedy']",Fox 2000 Pictures,Parkes+MacDonald Image Nation,,Jeff Gaffney,Zach Galifianakis,Greg Mottola,2016,0.747968625
9000000.0,335796,Ouija: Origin of Evil,10.182974,2016-10-20,81705746.0,Ouija: Origin of Evil,5.8,735.0,Ouija Collection,"['Horror', 'Thriller']",Universal Pictures,Platinum Dunes,Hasbro,Alice Zander,Elizabeth Reaser,Mike Flanagan,2016,9.078416222222222
125000000.0,136799,Trolls,16.83711,2016-10-13,346864462.0,Trolls,6.7,1054.0,,"['Adventure', 'Animation', 'Family']",Twentieth Century Fox Film Corporation,DreamWorks Animation,,Poppy (voice),Anna Kendrick,Mike Mitchell,2016,2.774915696
10000000.0,286567,Max Steel,6.703892,2016-10-14,6272403.0,Max Steel,5.1,234.0,,"['Action', 'Adventure', 'Science Fiction']",Ingenious Media,Mattel Entertainment,Dolphin Entertainment,Max McGrath,Ben Winchell,Stewart Hendler,2016,0.6272403
10000000.0,402298,Denial,10.754997,2016-09-30,4073489.0,Denial,6.5,161.0,,"['Drama', 'History']",BBC Films,Participant Media,Krasnoff Foster Productions,Deborah Lipstadt,Rachel Weisz,Mick Jackson,2016,0.4073489
60000000.0,343611,Jack Reacher: Never Go Back,15.60562,2016-10-19,162146076.0,Jack Reacher: Never Go Back,5.3,1843.0,Jack Reacher Collection,['Action'],Paramount Pictures,Shanghai Film Group,TC Productions,Jack Reacher,Tom Cruise,Edward Zwick,2016,2.7024346
9000000.0,334541,Manchester by the Sea,12.821257,2016-11-18,75026965.0,Manchester by the Sea,7.5,1553.0,,['Drama'],Big Indie Pictures,Amazon Studios,Pearl Street Films,Lee Chandler,Casey Affleck,Kenneth Lonergan,2016,8.336329444444445
12000000.0,334543,Lion,17.085145,2016-11-24,140302754.0,Lion,8.0,1699.0,,['Drama'],The Weinstein Company,See-Saw Films,Screen Australia,Young Saroo,Sunny Pawar,Garth Davis,2016,11.691896166666666
26000000.0,338964,Bad Santa 2,7.459161,2016-11-23,17782178.0,Bad Santa 2,5.0,216.0,Bad Santa Collection,"['Comedy', 'Crime', 'Drama']",Ingenious Media,Broad Green Pictures,Miramax,Willie Soke,Billy Bob Thornton,Mark Waters,2016,0.6839299230769231
17000000.0,340402,Almost Christmas,7.288877,2016-11-11,42487325.0,Almost Christmas,5.4,195.0,,"['Comedy', 'Drama']",Universal Pictures,Will Packer Productions,,Cheryl,Kimberly Elise,David E. Talbert,2016,2.499254411764706
5000000.0,361777,El hombre de las mil caras,3.138159,2016-09-23,2387127.0,Smoke & Mirrors,6.7,50.0,,"['History', 'Thriller']",Atípica Films,Atresmedia Cine,Sacromonte Films,Jesús Camoes (as Jose Coronado),José Coronado,Alberto Rodríguez,2016,0.4774254
36000000.0,345920,Collateral Beauty,14.575883,2016-12-06,87416021.0,Collateral Beauty,6.9,1553.0,,"['Drama', 'Romance']",New Line Cinema,Village Roadshow Pictures,Likely Story,Howard Inlet,Will Smith,David Frankel,2016,2.4282228055555555
4000000.0,33065,Алеша Попович и Тугарин Змей,1.760091,2004-12-23,1730000.0,Alesha Popovich and Tugarin the Dragon,6.1,20.0,Three Heroes Collection,"['Animation', 'Comedy', 'Drama']",Kinokompaniya CTB,,,Alesha Popovitch (voice),Oleg Kulikovich,Konstantin Bronzit,2004,0.4325
4500000.0,33534,Добрыня Никитич и Змей Горыныч,1.833185,2006-03-16,3468423.0,Nikitich and The Dragon,6.4,14.0,Three Heroes Collection,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Fantasy']",Melnitsa Animation Studio,,,Zabava Putyatishna (voice),Yekaterina Gorokhovskaya,Ilya Maksimov,2006,0.7707606666666666
12156348.0,392142,La Folle histoire de Max et Léon,5.662109,2016-11-01,7900000.0,Max & Leon,6.7,202.0,,"['War', 'Comedy']",StudioCanal,TF1 Films Production,Nexus Factory,Léon,Grégoire Ludig,Jonathan Barré,2016,0.6498662262712452
14000000.0,347026,A United Kingdom,6.249112,2016-11-25,13819139.0,A United Kingdom,6.5,84.0,,"['Drama', 'History']",Pathé,,,Seretse Khama,David Oyelowo,Amma Asante,2016,0.9870813571428572
10000000.0,329981,Shut In,6.944457,2016-11-11,13082071.0,Shut In,4.8,162.0,,"['Drama', 'Thriller']",Canal+,EuropaCorp,Ciné+,Mary Portman,Naomi Watts,Farren Blackburn,2016,1.3082071
2500000.0,299641,Jimmy Vestvood: Amerikan Hero,1.216497,2016-03-13,230069.0,Jimmy Vestvood: Amerikan Hero,5.4,14.0,,['Comedy'],Worldwide Media Conspiracy,Perfect Nose Productions,Soul Mining Production,Jimmy Vestvood,Maz Jobrani,Jonathan Kesselman,2016,0.0920276
150000000.0,277834,Moana,9.143457,2016-11-23,643034466.0,Moana,7.3,3471.0,,"['Adventure', 'Animation', 'Family']",Walt Disney Pictures,Walt Disney Animation Studios,,Moana (voice),Auli'i Cravalho,Ron Clements,2016,4.28689644
9000000.0,376866,Jackie,8.362716,2016-12-02,13960394.0,Jackie,6.5,737.0,,['Drama'],Fox Searchlight Pictures,Why Not Productions,Wild Bunch,Jacqueline Kennedy,Natalie Portman,Pablo Larraín,2016,1.5511548888888889
45000000.0,384682,Office Christmas Party,8.228918,2016-11-25,114501299.0,Office Christmas Party,5.4,541.0,,['Comedy'],Paramount Pictures,DreamWorks SKG,DreamWorks Pictures,Josh Parker,Jason Bateman,Josh Gordon,2016,2.544473311111111
5000.0,363093,대호,3.447894,2015-12-16,11083449.0,The Tiger: An Old Hunter's Tale,7.5,17.0,,"['Action', 'Adventure', 'History', 'Thriller']",Next Entertainment World,Sanai Pictures,,Cheon Man-deok,Choi Min-sik,Park Hoon-Jung,2015,2216.6898
135000.0,44010,Logan,0.588872,2010-09-10,10474.0,Logan,5.3,2.0,,"['Comedy', 'Drama', 'Family']",logan films,Real Bean Entertainment,Avilon Audio,Logan Hoffman,Leo Howard,Kyle Lawrence,2010,0.0775851851851851
30000000.0,365942,The Space Between Us,11.824404,2017-01-26,14793385.0,The Space Between Us,7.2,564.0,,"['Romance', 'Adventure', 'Science Fiction', 'Drama']",Southpaw Entertainment,STX Entertainment,Los Angeles Media Fund (LAMF),Gardner Elliot,Asa Butterfield,Peter Chelsom,2017,0.4931128333333333
200000000.0,330459,Rogue One: A Star Wars Story,36.567575,2016-12-14,1056057273.0,Rogue One: A Star Wars Story,7.4,5111.0,Star Wars Collection,"['Action', 'Adventure', 'Science Fiction']",Lucasfilm,Walt Disney Pictures,Allison Shearmur Productions,Jyn Erso,Felicity Jones,Gareth Edwards,2016,5.280286365
108000000.0,259695,Live by Night,19.94393,2016-12-25,22678555.0,Live by Night,6.2,416.0,,"['Crime', 'Drama']",Appian Way,Warner Bros.,Pearl Street Films,Joe Coughlin,Ben Affleck,Ben Affleck,2016,0.2099866203703703
9000000.0,381288,Split,28.920839,2016-11-15,276921998.0,Split,7.0,4461.0,,"['Horror', 'Thriller']",Universal Pictures,Blumhouse Productions,Blinding Edge Pictures,Dennis / Patricia / Hedwig / The Beast / Kevin Wendell Crumb / Barry / Orwell / Jade,James McAvoy,M. Night Shyamalan,2016,30.76911088888889
35000000.0,346672,Underworld: Blood Wars,20.02976,2016-11-28,81093313.0,Underworld: Blood Wars,5.2,1619.0,Underworld Collection,"['Action', 'Fantasy', 'Horror']",Lakeshore Entertainment,Screen Gems,Sketch Films,Selene,Kate Beckinsale,Anna Foerster,2016,2.3169518
13000000.0,376290,Miss Sloane,14.017754,2016-11-25,3500605.0,Miss Sloane,7.2,317.0,,"['Drama', 'Thriller']",France 2 Cinéma,Canal+,FilmNation Entertainment,Elizabeth Sloane,Jessica Chastain,John Madden,2016,0.2692773076923077
25000000.0,291328,Rules Don't Apply,8.167673,2016-11-23,3885342.0,Rules Don't Apply,5.9,103.0,,"['Comedy', 'Drama', 'Romance']",Shangri-La Entertainment,New Regency Pictures,Demarest Films,Howard Hughes,Warren Beatty,Warren Beatty,2016,0.15541368
11178.0,121173,Bwakaw,0.079287,2012-09-05,34659.0,Voracious,8.0,1.0,,"['Comedy', 'Drama']",APT Entertainment,Star Cinema Productions,Cinemalaya Foundation,Rene,Eddie Garcia,Jun Lana,2012,3.100644122383253
450000.0,422603,ആനന്ദം,0.354748,2016-10-21,2300000.0,Aanandam,6.4,7.0,,"['Adventure', 'Comedy', 'Romance']",Cast N' Crew,Habit of Life,,Diaa,Siddhi Mahajankatti,Ganesh Raj,2016,5.111111111111111
300000.0,381374,ആക്ഷൻ ഹീറോ ബിജു,0.350207,2016-02-04,2500000.0,Action Hero Biju,7.7,6.0,,"['Action', 'Comedy', 'Crime']",Full On Studios,Pauly Jr. Pictures,,Sub-Inspector Biju Paulose,Nivin Pauly,Abrid Shine,2016,8.333333333333334
110000000.0,274870,Passengers,20.303632,2016-12-21,303144152.0,Passengers,6.7,4134.0,,"['Adventure', 'Drama', 'Romance', 'Science Fiction']",Columbia Pictures,Village Roadshow Pictures,Original Film,Aurora Lane,Jennifer Lawrence,Morten Tyldum,2016,2.7558559272727274
25000000.0,381284,Hidden Figures,16.816834,2016-12-10,230698791.0,Hidden Figures,7.8,2178.0,,['Drama'],Fox 2000 Pictures,Chernin Entertainment,Levantine Films,Katherine G. Johnson,Taraji P. Henson,Theodore Melfi,2016,9.22795164
24000000.0,393457,Fences,11.599716,2016-12-16,64414761.0,Fences,6.7,750.0,,['Drama'],Paramount Pictures,Scott Rudin Productions,Bron Creative,Troy Maxson,Denzel Washington,Denzel Washington,2016,2.683948375
6000000.0,332979,Bleed for This,7.873407,2016-11-04,6174491.0,Bleed for This,6.7,192.0,,['Drama'],Younger Than You,Sikelia Productions,Verdi Productions,Vinny Pazienza,Miles Teller,Ben Younger,2016,1.0290818333333334
3000000.0,52939,Три богатыря и Шамаханская царица,1.412333,2010-12-29,19010585.0,Tri bogatyrya i Shamakhanskaya tsaritsa,5.6,15.0,Three Heroes Collection,"['Animation', 'Family', 'Comedy', 'Adventure']",,,,Dobrynya (voice),Valeri Solovyev,Sergei Glezin,2010,6.336861666666667
7000000.0,342737,20th Century Women,9.855927,2016-12-25,5816211.0,20th Century Women,7.3,213.0,,['Drama'],Annapurna Pictures,Archer Gray,Modern People,Dorothea Fields,Annette Bening,Mike Mills,2016,0.8308872857142857
150000000.0,311324,The Great Wall,15.884744,2016-12-16,331957105.0,The Great Wall,5.8,1465.0,,"['Action', 'Adventure', 'Fantasy']",Universal Pictures,Atlas Entertainment,Legendary Pictures,William Garin,Matt Damon,Zhang Yimou,2016,2.213047366666667
25000000.0,310307,The Founder,17.523343,2016-11-24,23964782.0,The Founder,7.0,855.0,,"['Drama', 'History']","Weinstein Company, The",FilmNation Entertainment,Faliro House Productions,Ray Kroc,Michael Keaton,John Lee Hancock,2016,0.95859128
38000000.0,356305,Why Him?,14.531429,2016-12-22,118034273.0,Why Him?,6.3,1203.0,,['Comedy'],Twentieth Century Fox Film Corporation,21 Laps Entertainment,Red Hour Films,Ned Fleming,Bryan Cranston,John Hamburg,2016,3.1061650789473685
75000000.0,335797,Sing,20.045673,2016-11-23,632443719.0,Sing,6.8,2363.0,,"['Animation', 'Comedy', 'Drama', 'Family', 'Music']",Universal Pictures,Fuji Television Network,Dentsu,Buster Moon (voice),Matthew McConaughey,Garth Jennings,2016,8.43258292
4300000.0,413543,Dear Zindagi,3.699552,2016-11-24,3376375.0,Dear Zindagi,6.9,46.0,,"['Drama', 'Romance']",Red Chillies Entertainment,Dharma Productions,Hope Productions,Kaira,Alia Bhatt,Gauri Shinde,2016,0.785203488372093
125000000.0,121856,Assassin's Creed,27.54107,2016-12-21,240697856.0,Assassin's Creed,5.4,2776.0,,"['Action', 'Adventure', 'Science Fiction']",Regency Enterprises,The Kennedy/Marshall Company,Ubisoft,Callum Lynch / Aguilar de Nerha,Michael Fassbender,Justin Kurzel,2016,1.925582848
22000000.0,381289,A Dog's Purpose,9.863789,2017-01-19,194647323.0,A Dog's Purpose,6.6,657.0,,"['Comedy', 'Drama', 'Family', 'Fantasy']",Universal Pictures,Amblin Entertainment,Pariah Entertainment Group,Adult Ethan,Dennis Quaid,Lasse Hallström,2017,8.84760559090909
10400000.0,360814,दंगल,8.792104,2016-12-23,310000000.0,Dangal,8.0,140.0,,['Drama'],Walt Disney Pictures,Aamir Khan Productions,,Mahavir Singh Phogat,Aamir Khan,Nitesh Tiwari,2016,29.807692307692307
15000000.0,167449,Xue di zi,2.080781,2012-12-20,5290.0,The Guillotines,5.4,27.0,,"['Action', 'History', 'Adventure', 'Drama']",Media Asia Films,Stellar Mega Films,We Pictures,Guaerjia Musen,Li Yu-Chun,Andrew Lau,2012,0.0003526666666666
21500000.0,195590,Collide,31.314013,2016-08-04,4811525.0,Collide,5.5,164.0,,"['Thriller', 'Action']",Silver Pictures,Automatik Entertainment,DMG Entertainment,Casey Stein,Nicholas Hoult,Eran Creevy,2016,0.2237918604651163
45000000.0,388399,Patriots Day,14.547939,2016-12-12,50548152.0,Patriots Day,6.8,631.0,,"['Crime', 'Drama', 'Thriller']",CBS Films,Closest to the Hole Productions,Leverage Entertainment,Sgt. Tommy Saunders,Mark Wahlberg,Peter Berg,2016,1.1232922666666667
20000000.0,334524,Gold,16.01076,2016-12-22,7227038.0,Gold,6.6,403.0,,"['Thriller', 'Adventure', 'Drama']",Living Films,Hwy61,Black Bear Pictures,Kenny Wells,Matthew McConaughey,Stephen Gaghan,2016,0.3613519
30000000.0,342473,Ballerina,16.53732,2016-12-14,2351359.0,Ballerina,7.1,415.0,,"['Animation', 'Family', 'Adventure', 'Comedy']",Caramel Films,Quad Productions,Main Journey,Félicie Milliner (voice),Elle Fanning,Eric Summer,2016,0.0783786333333333
125000000.0,262841,Monster Trucks,14.801195,2016-12-21,64493915.0,Monster Trucks,6.0,209.0,,"['Action', 'Comedy', 'Science Fiction']",Paramount Pictures,Nickelodeon Movies,Disruption Entertainment,Tripp Coley,Lucas Till,Chris Wedge,2016,0.51595132
30000000.0,324542,Sleepless,12.240817,2017-01-12,32540674.0,Sleepless,5.8,345.0,,"['Action', 'Crime', 'Thriller']",Vertigo Entertainment,FilmNation Entertainment,Open Road Films (II),Vincent Downs,Jamie Foxx,Baran bo Odar,2017,1.0846891333333333
40000000.0,340837,A Cure for Wellness,13.28436,2017-02-15,26559557.0,A Cure for Wellness,6.0,939.0,,"['Mystery', 'Thriller', 'Horror', 'Science Fiction']",Studio Babelsberg,Regency Enterprises,Twentieth Century Fox,Mr. Lockhart,Dane DeHaan,Gore Verbinski,2017,0.663988925
18000000.0,370964,Он - дракон,5.978316,2015-12-04,1776333.0,He's a Dragon,6.6,38.0,,"['Adventure', 'Fantasy', 'Romance']",Bazelevs Production,Mindstream Productions,,Miroslava,Maria Poezhaeva,Indar Dzhendubaev,2015,0.0986851666666666
8000000.0,404378,A Street Cat Named Bob,9.609879,2016-11-04,82703.0,A Street Cat Named Bob,7.5,195.0,,"['Drama', 'Family', 'Comedy']",Prescience,Iris productions,Shooting Script Films,James Bowen,Luke Treadaway,Roger Spottiswoode,2016,0.010337875
85000000.0,47971,xXx: Return of Xander Cage,17.918269,2017-01-13,346147658.0,xXx: Return of Xander Cage,5.5,1497.0,xXx Collection,"['Action', 'Adventure', 'Crime']",Paramount Pictures,Revolution Studios,One Race Films,Xander Cage,Vin Diesel,D.J. Caruso,2017,4.072325388235294
7400000.0,292280,The Bye Bye Man,19.225832,2017-01-12,26667197.0,The Bye Bye Man,5.1,262.0,,"['Horror', 'Thriller']",Intrepid Pictures,Los Angeles Media Fund (LAMF),,Elliot,Douglas Smith,Stacy Title,2017,3.60367527027027
80000000.0,324849,The Lego Batman Movie,17.070748,2017-02-08,311950384.0,The Lego Batman Movie,7.2,1473.0,The Lego Movie Collection,"['Action', 'Animation', 'Comedy', 'Family', 'Fantasy']",Lin Pictures,Warner Bros. Animation,Warner Bros.,Batman / Bruce Wayne (voice),Will Arnett,Chris McKay,2017,3.8993798
10000000.0,335791,When the Bough Breaks,17.046052,2016-09-09,30658387.0,When the Bough Breaks,5.3,93.0,,"['Mystery', 'Drama', 'Horror']",Screen Gems,Unique Features,,John Taylor,Morris Chestnut,Jon Cassar,2016,3.0658387
65000000.0,383785,功夫瑜伽,17.630487,2017-01-27,254212245.0,Kung Fu Yoga,5.9,50.0,,"['Mystery', 'Action', 'Adventure', 'Comedy']",Shinework Media,Taihe Entertainment,,Jack,Jackie Chan,Stanley Tong,2017,3.910957615384616
1500000.0,409502,I'm Not Ashamed,2.254096,2016-10-21,2000000.0,I'm Not Ashamed,7.0,27.0,,['Drama'],Visible Pictures,All Entertainment,,Rachel Joy Scott,Masey McLain,Brian Baugh,2016,1.3333333333333333
7500000.0,396616,Kongens nei,1.176258,2016-09-29,9100000.0,The King's Choice,6.6,14.0,,"['War', 'Action', 'Drama']",Film i Väst,Newgrange Pictures,Paradox Film,King Haakon VII of Norway,Jesper Christensen,Erik Poppe,2016,1.2133333333333334
25000000.0,14564,Rings,24.535733,2017-02-01,83080890.0,Rings,4.8,1075.0,The Ring Collection,['Horror'],Paramount Pictures,Vertigo Entertainment,Macari/Edelstein,Julia,Matilda Anna Ingrid Lutz,F. Javier Gutiérrez,2017,3.3232356
